Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Property_Area,Loan_Status
Male,Yes,4,Not Graduate,Yes,1220000,840000,6900000,360,Rural,No
Male,Yes,2,Graduate,Yes,1900000,1130000,9000000,120,Rural,No
Female,No,4,Not Graduate,Yes,690000,620000,6400000,120,Urban,Yes
Male,No,1,Not Graduate,No,1780000,1720000,3200000,360,Semiurban,No
Male,No,1,Graduate,No,1200000,600000,1000000,180,Rural,Yes
Female,No,4,Graduate,Yes,1870000,1010000,9600000,12,Urban,No
Female,Yes,2,Graduate,No,820000,910000,2800000,12,Semiurban,No
Male,No,2,Not Graduate,Yes,1120000,1440000,4900000,240,Rural,Yes
Male,Yes,2,Graduate,Yes,1270000,870000,9700000,12,Semiurban,Yes
Female,No,2,Graduate,Yes,970000,630000,7400000,12,Semiurban,Yes
Female,No,4,Graduate,No,730000,1610000,500000,300,Urban,No
Female,Yes,3,Not Graduate,Yes,1840000,1610000,3300000,60,Urban,No
Male,No,3,Not Graduate,No,640000,510000,900000,180,Rural,Yes
Male,Yes,2,Graduate,No,500000,1120000,1600000,12,Rural,No
Male,Yes,2,Not Graduate,Yes,1170000,1410000,5800000,360,Rural,No
Female,No,2,Not Graduate,No,580000,1790000,1200000,240,Semiurban,Yes
Male,Yes,3,Graduate,No,1070000,1700000,7500000,300,Urban,No
Female,Yes,1,Not Graduate,Yes,1790000,1040000,7400000,24,Rural,No
Male,No,3,Not Graduate,Yes,1080000,850000,1200000,24,Rural,Yes
Female,Yes,4,Graduate,Yes,1240000,1700000,6800000,300,Rural,Yes
Male,Yes,3,Not Graduate,Yes,1070000,1390000,3000000,360,Semiurban,No
Male,No,4,Not Graduate,Yes,1160000,1480000,500000,36,Rural,No
Female,Yes,2,Not Graduate,No,1210000,1280000,3100000,300,Semiurban,Yes
Female,No,4,Not Graduate,No,1410000,570000,9600000,300,Rural,Yes
Male,Yes,2,Not Graduate,No,1420000,970000,3500000,120,Urban,Yes
Female,No,1,Graduate,No,1040000,1750000,5700000,300,Rural,Yes
Female,No,2,Graduate,No,1320000,1430000,5200000,60,Semiurban,No
Male,No,2,Not Graduate,Yes,700000,1630000,1400000,120,Rural,No
Female,No,1,Graduate,No,1520000,1530000,3200000,60,Semiurban,No
Male,No,2,Graduate,Yes,1600000,1300000,1600000,180,Semiurban,No
Male,Yes,2,Graduate,No,1510000,750000,1900000,120,Rural,No
Female,No,2,Graduate,No,1570000,1200000,7000000,180,Semiurban,Yes
Female,No,3,Not Graduate,No,1630000,1870000,8600000,240,Semiurban,Yes
Male,Yes,4,Not Graduate,Yes,1380000,760000,6600000,36,Semiurban,Yes
Male,No,2,Not Graduate,No,640000,1620000,4800000,300,Rural,Yes
Male,Yes,3,Graduate,Yes,1160000,1180000,4700000,24,Rural,No
Male,Yes,2,Not Graduate,No,1250000,640000,2700000,120,Urban,No
Male,No,4,Graduate,No,1810000,540000,1400000,360,Rural,No
Male,Yes,2,Not Graduate,Yes,1890000,950000,1000000,240,Rural,Yes
Female,Yes,4,Not Graduate,Yes,1830000,1540000,2100000,60,Rural,Yes
Female,Yes,3,Graduate,No,1450000,960000,5300000,24,Semiurban,Yes
Female,No,3,Not Graduate,No,1760000,650000,6200000,360,Urban,No
Male,Yes,2,Graduate,No,1070000,1550000,5300000,24,Rural,No
Female,No,1,Not Graduate,No,1360000,680000,7100000,360,Urban,Yes
Male,No,4,Graduate,Yes,1050000,590000,6900000,360,Urban,Yes
Male,Yes,2,Graduate,No,1150000,1120000,1400000,24,Semiurban,Yes
Female,No,3,Graduate,Yes,1670000,1190000,7200000,24,Rural,Yes
Male,Yes,2,Not Graduate,Yes,1080000,1050000,6500000,24,Urban,Yes
Male,Yes,4,Not Graduate,No,550000,930000,1700000,240,Rural,No
Male,No,2,Graduate,Yes,800000,1310000,9600000,24,Rural,Yes
Male,No,4,Graduate,No,880000,1450000,9900000,120,Rural,Yes
Male,No,3,Graduate,No,1400000,1540000,8500000,12,Semiurban,Yes
Male,Yes,1,Not Graduate,Yes,1070000,1470000,3900000,300,Urban,Yes
Female,Yes,1,Graduate,Yes,1690000,730000,2100000,360,Rural,No
Male,Yes,3,Not Graduate,No,1660000,1050000,800000,240,Urban,No
Male,No,3,Not Graduate,No,1990000,1800000,8200000,60,Urban,No
Male,Yes,2,Not Graduate,Yes,1510000,930000,1600000,36,Semiurban,No
Male,Yes,3,Graduate,Yes,880000,700000,7000000,12,Semiurban,Yes
Female,Yes,3,Not Graduate,Yes,720000,750000,7400000,180,Semiurban,No
Female,Yes,4,Graduate,No,880000,1680000,4900000,360,Rural,No
Male,No,2,Graduate,No,1970000,1760000,4400000,60,Semiurban,Yes
Male,Yes,4,Not Graduate,Yes,1950000,1280000,9700000,24,Rural,Yes
Male,No,2,Not Graduate,No,1850000,1150000,7900000,120,Urban,Yes
Female,Yes,2,Graduate,No,1020000,1170000,1400000,24,Rural,No
Female,Yes,1,Not Graduate,Yes,600000,950000,8700000,180,Semiurban,No
Female,Yes,1,Not Graduate,Yes,1090000,1430000,600000,12,Rural,Yes
Female,No,3,Not Graduate,Yes,570000,670000,6000000,36,Urban,No
Male,No,2,Not Graduate,No,1490000,1130000,7000000,60,Semiurban,Yes
Female,No,3,Graduate,No,1680000,1390000,1700000,240,Rural,Yes
Female,Yes,4,Not Graduate,Yes,1700000,1640000,3500000,120,Rural,Yes
Male,Yes,3,Not Graduate,No,1780000,1360000,4400000,120,Semiurban,Yes
Male,No,4,Not Graduate,No,1590000,580000,6900000,180,Rural,No
Female,Yes,1,Not Graduate,Yes,1400000,1370000,8200000,60,Rural,Yes
Female,Yes,1,Not Graduate,Yes,1220000,1820000,2000000,60,Urban,No
Female,No,4,Not Graduate,No,1190000,1350000,8100000,120,Urban,No
Female,Yes,4,Not Graduate,No,900000,510000,5100000,240,Semiurban,No
Male,Yes,4,Not Graduate,No,940000,1820000,9300000,36,Semiurban,Yes
Male,Yes,3,Not Graduate,Yes,1900000,580000,1100000,300,Rural,No
Female,No,4,Graduate,No,750000,560000,9800000,360,Urban,Yes
Female,Yes,2,Graduate,No,1220000,770000,2100000,12,Urban,Yes
Female,No,4,Not Graduate,No,1450000,730000,9200000,240,Urban,Yes
Female,Yes,1,Not Graduate,Yes,640000,710000,2100000,36,Urban,Yes
Female,No,4,Graduate,No,1100000,1960000,8500000,240,Rural,No
Male,No,1,Graduate,No,1480000,1580000,9300000,180,Semiurban,No
Male,No,1,Not Graduate,No,950000,1360000,6500000,120,Semiurban,Yes
Male,No,3,Graduate,Yes,1560000,1440000,7700000,360,Rural,No
Female,Yes,4,Graduate,Yes,1740000,1510000,700000,120,Urban,No
Female,No,1,Graduate,No,950000,960000,4900000,60,Semiurban,No
Male,Yes,2,Graduate,No,1780000,610000,6300000,12,Urban,Yes
Male,Yes,4,Graduate,Yes,1320000,730000,6200000,180,Rural,Yes
Female,No,4,Graduate,No,600000,590000,3600000,36,Urban,Yes
Male,Yes,1,Graduate,No,960000,1860000,7100000,12,Rural,No
Female,Yes,3,Graduate,Yes,530000,1280000,500000,180,Rural,No
Female,Yes,3,Not Graduate,Yes,890000,1520000,1200000,24,Rural,No
Male,Yes,4,Graduate,No,1890000,780000,3400000,24,Rural,No
Male,No,4,Not Graduate,Yes,720000,730000,9500000,60,Rural,No
Male,Yes,3,Graduate,No,1180000,1890000,5900000,180,Semiurban,No
Female,Yes,3,Not Graduate,Yes,1360000,1100000,6000000,36,Rural,Yes
Female,Yes,2,Not Graduate,Yes,1920000,1580000,8100000,180,Urban,No
Male,Yes,4,Not Graduate,No,540000,810000,1000000,36,Rural,Yes
Female,Yes,4,Not Graduate,Yes,550000,1890000,3600000,240,Semiurban,Yes
Female,No,4,Graduate,Yes,630000,1490000,7100000,180,Urban,Yes
Female,Yes,3,Not Graduate,No,1250000,1380000,7200000,36,Semiurban,Yes
Male,No,1,Graduate,No,1080000,990000,3200000,12,Urban,Yes
Female,Yes,2,Not Graduate,No,1050000,1440000,9100000,120,Semiurban,Yes
Male,No,3,Graduate,No,910000,1050000,1700000,300,Semiurban,No
Male,Yes,3,Not Graduate,Yes,1340000,670000,9100000,24,Semiurban,No
Female,Yes,2,Graduate,No,1580000,720000,7100000,180,Rural,Yes
Male,No,4,Graduate,No,580000,1810000,4200000,240,Semiurban,No
Female,No,1,Not Graduate,Yes,1840000,1290000,2800000,24,Urban,Yes
Male,No,2,Graduate,No,1120000,1440000,1600000,60,Urban,No
Male,Yes,1,Graduate,Yes,1870000,1220000,1300000,360,Urban,Yes
Female,No,4,Not Graduate,Yes,1700000,1770000,500000,24,Rural,No
Male,No,1,Graduate,Yes,1620000,1080000,2400000,60,Rural,Yes
Male,No,4,Not Graduate,Yes,1950000,1610000,6000000,12,Rural,No
Male,Yes,3,Not Graduate,No,1410000,600000,8500000,360,Urban,Yes
Female,Yes,4,Graduate,Yes,1770000,520000,3600000,60,Urban,Yes
Female,Yes,2,Not Graduate,No,520000,1620000,7300000,300,Rural,No
Male,No,2,Not Graduate,No,1330000,710000,8800000,36,Urban,Yes
Male,Yes,4,Graduate,Yes,1920000,940000,9400000,12,Urban,Yes
Male,Yes,4,Graduate,Yes,780000,1800000,5700000,300,Urban,Yes
Female,Yes,3,Graduate,No,1490000,1140000,3200000,60,Rural,Yes
Female,Yes,3,Not Graduate,Yes,970000,860000,1100000,60,Semiurban,Yes
Male,No,4,Not Graduate,Yes,1060000,980000,1200000,300,Semiurban,No
Female,Yes,1,Graduate,No,530000,1540000,2700000,120,Semiurban,Yes
Female,No,3,Graduate,Yes,1880000,1780000,1100000,60,Rural,No
Female,No,2,Graduate,No,1280000,1670000,2800000,60,Semiurban,No
Female,No,3,Graduate,Yes,1710000,820000,5200000,12,Urban,No
Male,No,3,Graduate,Yes,630000,1370000,9100000,12,Semiurban,Yes
Female,No,3,Graduate,No,1790000,1580000,8600000,360,Rural,Yes
Female,No,3,Graduate,Yes,1140000,640000,9200000,300,Urban,No
Male,Yes,4,Graduate,No,1990000,1560000,8100000,36,Semiurban,No
Male,No,3,Graduate,Yes,1060000,520000,6600000,240,Urban,Yes
Female,Yes,1,Graduate,No,1140000,1870000,1200000,240,Urban,No
Female,No,3,Not Graduate,Yes,600000,980000,4900000,12,Semiurban,Yes
Male,Yes,3,Not Graduate,No,1700000,1610000,9100000,12,Rural,No
Male,No,2,Not Graduate,No,1420000,1880000,4500000,240,Rural,No
Male,Yes,3,Graduate,Yes,500000,1840000,2300000,240,Rural,Yes
Female,Yes,2,Graduate,No,1910000,1010000,2300000,120,Urban,No
Female,No,2,Not Graduate,No,840000,720000,1400000,180,Urban,No
Male,No,4,Not Graduate,Yes,1800000,1120000,3900000,60,Rural,No
Female,No,2,Not Graduate,Yes,1510000,1720000,1400000,12,Rural,Yes
Male,No,2,Graduate,No,790000,1030000,7600000,12,Urban,No
Female,Yes,1,Graduate,No,840000,1000000,4800000,36,Rural,Yes
Male,Yes,1,Not Graduate,No,1030000,960000,1600000,60,Urban,No
Male,No,2,Graduate,Yes,1030000,1320000,6200000,24,Rural,No
Female,No,4,Not Graduate,Yes,1840000,1400000,2800000,36,Urban,Yes
Female,Yes,1,Not Graduate,No,1560000,540000,1100000,120,Urban,No
Female,No,1,Not Graduate,Yes,650000,1940000,9000000,360,Rural,No
Female,Yes,4,Graduate,No,590000,910000,7000000,120,Urban,No
Female,No,3,Not Graduate,Yes,990000,740000,2400000,24,Rural,No
Female,No,1,Graduate,Yes,970000,1980000,1900000,240,Urban,Yes
Male,Yes,2,Not Graduate,No,1350000,1530000,2300000,60,Semiurban,No
Female,Yes,2,Not Graduate,Yes,1760000,1080000,1500000,240,Semiurban,Yes
Male,No,2,Graduate,Yes,1190000,1800000,600000,36,Urban,No
Male,Yes,4,Graduate,Yes,1640000,1420000,4500000,240,Urban,Yes
Female,No,2,Not Graduate,No,1640000,1070000,7400000,24,Rural,No
Male,Yes,3,Graduate,Yes,510000,740000,5200000,120,Rural,Yes
Male,No,4,Not Graduate,No,1240000,1540000,4500000,300,Urban,No
Female,No,1,Not Graduate,Yes,1170000,1570000,2500000,300,Rural,No
Female,No,4,Graduate,No,840000,580000,6900000,360,Rural,No
Female,Yes,2,Not Graduate,Yes,1730000,1160000,1900000,360,Semiurban,No
Male,Yes,4,Not Graduate,Yes,1560000,1300000,5700000,36,Urban,Yes
Female,Yes,4,Not Graduate,Yes,800000,1980000,5400000,36,Urban,No
Female,Yes,4,Not Graduate,No,750000,1810000,2300000,180,Semiurban,Yes
Female,No,4,Not Graduate,Yes,600000,1930000,2100000,360,Rural,No
Female,Yes,3,Not Graduate,No,1120000,880000,6400000,24,Semiurban,Yes
Male,Yes,4,Not Graduate,No,1050000,1510000,10000000,36,Urban,Yes
Female,Yes,2,Graduate,No,800000,520000,2200000,36,Urban,Yes
Male,No,1,Graduate,Yes,1580000,800000,6400000,240,Urban,No
Female,Yes,3,Not Graduate,Yes,1940000,1300000,3000000,36,Urban,Yes
Male,Yes,4,Not Graduate,Yes,520000,1250000,7800000,36,Semiurban,Yes
Male,No,1,Graduate,Yes,930000,1530000,3800000,36,Semiurban,No
Male,No,3,Not Graduate,No,1390000,1070000,8600000,36,Urban,No
Female,No,2,Graduate,No,1610000,790000,6500000,120,Rural,No
Male,No,2,Graduate,Yes,1410000,690000,6200000,360,Urban,No
Female,No,1,Graduate,No,1240000,1240000,6700000,120,Urban,Yes
Female,No,4,Not Graduate,No,1580000,750000,6200000,36,Semiurban,Yes
Female,No,1,Not Graduate,No,1640000,1910000,5900000,24,Urban,No
Female,Yes,3,Graduate,Yes,1000000,670000,2400000,60,Semiurban,No
Female,No,1,Graduate,No,1020000,1450000,6400000,180,Rural,No
Male,No,1,Not Graduate,Yes,1840000,740000,6500000,12,Urban,Yes
Female,No,4,Not Graduate,Yes,1250000,920000,4600000,300,Semiurban,No
Male,No,2,Graduate,Yes,1970000,1430000,5300000,300,Rural,Yes
Male,No,4,Graduate,No,1410000,1820000,2100000,300,Rural,Yes
Male,Yes,2,Graduate,No,1580000,1030000,8600000,180,Urban,Yes
Male,Yes,4,Not Graduate,Yes,1940000,1640000,2400000,60,Rural,Yes
Male,Yes,2,Not Graduate,No,1250000,1450000,7100000,24,Urban,Yes
Male,Yes,4,Graduate,Yes,1340000,1040000,9600000,180,Rural,Yes
Male,Yes,2,Not Graduate,Yes,560000,1170000,2600000,24,Rural,Yes
Female,Yes,2,Not Graduate,Yes,1370000,1040000,4400000,360,Urban,No
Male,Yes,2,Graduate,Yes,890000,840000,5700000,360,Semiurban,Yes
Female,No,2,Not Graduate,No,1800000,1780000,6400000,24,Semiurban,No
Male,No,4,Not Graduate,Yes,1040000,1110000,8500000,120,Rural,Yes
Male,No,3,Graduate,Yes,1640000,1870000,9100000,12,Semiurban,Yes
Male,No,2,Graduate,No,970000,1740000,3900000,300,Semiurban,Yes
Male,No,2,Not Graduate,No,1860000,820000,3600000,360,Semiurban,Yes
Female,No,2,Not Graduate,No,1120000,980000,9300000,60,Rural,No
Female,Yes,2,Graduate,Yes,1970000,1930000,8600000,120,Urban,Yes
Female,No,2,Not Graduate,Yes,1540000,1090000,5300000,120,Rural,No
Male,No,1,Graduate,Yes,1710000,560000,8100000,12,Semiurban,Yes
Male,No,1,Graduate,No,700000,520000,6100000,24,Semiurban,No
Male,Yes,2,Graduate,Yes,1840000,660000,6500000,24,Rural,No
Female,Yes,2,Not Graduate,No,1250000,1440000,5100000,360,Semiurban,Yes
Male,Yes,2,Graduate,No,1250000,1680000,8600000,240,Rural,No
Female,No,3,Not Graduate,Yes,1280000,1850000,1400000,24,Semiurban,No
Female,No,4,Graduate,Yes,640000,1560000,3500000,180,Urban,Yes
Male,No,2,Graduate,No,1150000,830000,2300000,60,Semiurban,Yes
Male,Yes,3,Not Graduate,No,1680000,1800000,7600000,60,Rural,Yes
Female,Yes,3,Graduate,No,1050000,1150000,5200000,12,Rural,Yes
Female,No,2,Graduate,Yes,1710000,1140000,7600000,360,Semiurban,Yes
Female,Yes,4,Not Graduate,No,1460000,1280000,6400000,36,Rural,Yes
Male,No,1,Not Graduate,No,500000,690000,8500000,180,Semiurban,No
Male,Yes,2,Graduate,Yes,520000,1980000,1000000,12,Urban,Yes
Male,Yes,2,Graduate,No,950000,1290000,8300000,120,Semiurban,Yes
Male,Yes,1,Not Graduate,Yes,1310000,1960000,6100000,24,Semiurban,Yes
Male,No,4,Graduate,No,830000,730000,6900000,240,Urban,No
Male,Yes,1,Graduate,No,1850000,1980000,4100000,300,Urban,Yes
Female,No,2,Graduate,Yes,860000,1780000,5400000,120,Urban,Yes
Female,No,2,Not Graduate,Yes,1430000,1610000,2900000,360,Semiurban,Yes
Female,No,3,Not Graduate,No,960000,980000,1000000,180,Semiurban,No
Male,Yes,1,Not Graduate,Yes,830000,670000,9100000,36,Urban,Yes
Female,Yes,3,Not Graduate,Yes,1150000,1160000,5900000,36,Semiurban,No
Male,Yes,3,Graduate,No,1010000,1010000,9000000,60,Semiurban,Yes
Male,No,3,Not Graduate,No,1750000,540000,6500000,240,Semiurban,No
Female,Yes,3,Not Graduate,No,590000,1800000,2800000,180,Semiurban,No
Male,Yes,1,Not Graduate,Yes,1290000,1120000,3400000,60,Semiurban,No
Female,No,1,Not Graduate,Yes,1070000,1890000,5500000,180,Urban,No
Female,No,1,Graduate,No,810000,1440000,4700000,36,Urban,No
Male,No,2,Not Graduate,Yes,1260000,810000,3000000,360,Rural,No
Female,Yes,4,Not Graduate,No,1060000,520000,500000,300,Semiurban,No
Female,Yes,3,Graduate,Yes,1470000,1170000,8400000,12,Semiurban,Yes
Female,No,2,Graduate,No,1200000,1380000,5100000,180,Urban,No
Female,Yes,1,Not Graduate,Yes,870000,740000,2300000,24,Rural,Yes
Male,No,1,Not Graduate,Yes,1660000,1270000,4000000,24,Semiurban,Yes
Female,Yes,2,Not Graduate,No,1230000,1980000,6800000,240,Semiurban,Yes
Female,No,3,Graduate,Yes,1860000,1880000,6600000,36,Urban,No
Female,Yes,1,Not Graduate,Yes,900000,700000,9600000,12,Urban,No
Male,No,3,Graduate,No,640000,1090000,900000,360,Semiurban,No
Female,No,3,Graduate,No,1840000,980000,5200000,180,Urban,Yes
Male,No,4,Graduate,No,760000,1810000,3100000,12,Rural,Yes
Female,Yes,1,Graduate,Yes,1340000,1360000,8600000,360,Urban,No
Female,Yes,2,Not Graduate,Yes,1950000,1600000,8000000,36,Urban,Yes
Female,Yes,4,Graduate,Yes,900000,1210000,7400000,360,Semiurban,Yes
Male,No,3,Not Graduate,No,1620000,510000,6300000,24,Rural,Yes
Male,No,2,Graduate,No,1220000,1770000,500000,12,Semiurban,No
Male,No,4,Not Graduate,No,940000,1410000,4700000,240,Semiurban,No
Male,No,4,Not Graduate,Yes,1900000,1040000,500000,24,Urban,No
Male,No,4,Not Graduate,No,1940000,1000000,4000000,36,Rural,Yes
Male,No,3,Graduate,Yes,980000,1280000,3200000,240,Rural,Yes
Female,No,3,Graduate,Yes,900000,1750000,1300000,12,Rural,Yes
Male,No,1,Not Graduate,Yes,1490000,940000,5600000,300,Rural,Yes
Female,No,4,Graduate,No,1640000,1230000,2600000,240,Urban,No
Male,Yes,2,Not Graduate,Yes,1670000,1880000,4700000,36,Semiurban,Yes
Male,No,3,Graduate,Yes,1380000,920000,900000,120,Urban,No
Male,Yes,4,Graduate,No,1540000,1810000,8200000,24,Semiurban,No
Female,No,2,Graduate,No,1150000,1670000,8400000,24,Urban,No
Male,Yes,3,Not Graduate,No,1560000,1300000,1600000,360,Urban,No
Male,No,2,Not Graduate,No,840000,570000,4300000,24,Urban,No
Female,Yes,2,Graduate,Yes,1540000,1080000,8800000,360,Semiurban,No
Female,No,1,Not Graduate,Yes,840000,1590000,5700000,120,Rural,Yes
Female,No,3,Graduate,No,1660000,1670000,9100000,12,Urban,Yes
Female,No,3,Not Graduate,Yes,1450000,840000,5800000,60,Semiurban,No
Male,Yes,3,Not Graduate,No,1010000,1240000,5000000,60,Semiurban,No
Female,No,3,Not Graduate,Yes,740000,1160000,2200000,360,Rural,No
Male,Yes,1,Graduate,No,1520000,530000,1100000,36,Urban,Yes
Male,Yes,1,Not Graduate,No,810000,1190000,7300000,300,Urban,Yes
Female,Yes,4,Graduate,Yes,620000,1570000,4600000,24,Semiurban,No
Male,Yes,3,Graduate,Yes,750000,1320000,5600000,36,Semiurban,Yes
Female,Yes,2,Graduate,Yes,510000,1660000,7000000,300,Rural,No
Male,No,1,Not Graduate,Yes,1100000,1620000,500000,240,Urban,No
Female,Yes,2,Not Graduate,No,900000,1440000,2100000,240,Urban,No
Female,Yes,2,Graduate,Yes,1630000,1840000,8100000,60,Semiurban,Yes
Female,Yes,2,Not Graduate,Yes,1180000,1590000,7700000,60,Semiurban,No
Female,Yes,4,Graduate,No,1090000,1040000,8000000,36,Rural,No
Female,No,4,Graduate,Yes,1270000,500000,5100000,12,Urban,Yes
Female,No,3,Graduate,No,1530000,1410000,7600000,60,Semiurban,No
Male,No,1,Not Graduate,Yes,1710000,850000,2900000,12,Urban,No
Male,Yes,3,Not Graduate,Yes,690000,1280000,6200000,300,Semiurban,Yes
Male,Yes,4,Not Graduate,No,620000,1010000,8000000,240,Semiurban,No
Female,Yes,4,Graduate,No,1910000,1410000,8000000,180,Semiurban,Yes
Male,No,2,Not Graduate,No,1180000,1820000,3700000,360,Rural,No
Female,Yes,3,Graduate,No,950000,890000,5000000,360,Rural,No
Male,No,2,Graduate,Yes,1820000,1810000,8600000,60,Rural,Yes
Male,Yes,4,Not Graduate,Yes,1260000,1610000,4000000,180,Rural,No
Female,Yes,3,Not Graduate,Yes,760000,660000,4400000,12,Urban,Yes
Male,No,3,Graduate,Yes,1960000,1330000,10000000,300,Semiurban,Yes
Male,Yes,1,Graduate,No,1070000,1550000,800000,180,Semiurban,No
Male,No,4,Not Graduate,No,590000,560000,4400000,60,Rural,No
Female,Yes,4,Not Graduate,No,1890000,1880000,9500000,360,Semiurban,Yes
Male,No,1,Graduate,No,650000,1750000,9700000,300,Rural,Yes
Female,Yes,4,Not Graduate,Yes,1640000,1560000,600000,60,Semiurban,Yes
Male,Yes,2,Not Graduate,Yes,530000,1420000,1600000,60,Rural,Yes
Male,Yes,2,Graduate,No,1500000,1360000,5600000,60,Urban,No
Male,Yes,2,Not Graduate,Yes,760000,950000,4900000,12,Urban,Yes
Male,Yes,3,Graduate,No,1030000,1950000,2300000,36,Urban,Yes
Female,No,2,Not Graduate,Yes,1120000,1850000,2300000,360,Rural,Yes
Male,No,4,Graduate,No,1890000,1290000,9400000,36,Semiurban,No
Female,Yes,1,Graduate,Yes,1050000,820000,8900000,180,Semiurban,No
Female,No,2,Not Graduate,Yes,1850000,870000,5000000,120,Rural,Yes
Male,No,2,Not Graduate,Yes,1740000,640000,9000000,360,Rural,Yes
Male,No,3,Not Graduate,No,1610000,500000,4100000,24,Semiurban,No
Female,No,4,Not Graduate,No,580000,610000,1600000,60,Urban,No
Female,Yes,1,Graduate,No,1370000,1350000,8800000,36,Rural,No
Male,No,4,Not Graduate,Yes,1450000,1730000,4000000,300,Urban,No
Male,No,2,Not Graduate,Yes,1580000,1150000,6900000,36,Rural,No
Male,Yes,4,Graduate,Yes,740000,1630000,6200000,240,Rural,Yes
Male,Yes,1,Graduate,Yes,1180000,750000,1100000,12,Urban,No
Male,Yes,2,Graduate,Yes,1630000,1780000,6700000,360,Semiurban,Yes
Female,Yes,4,Not Graduate,Yes,1490000,1320000,1600000,12,Semiurban,Yes
Male,Yes,1,Graduate,Yes,950000,1260000,3600000,60,Urban,No
Male,Yes,2,Not Graduate,No,770000,1130000,6500000,36,Rural,Yes
Female,Yes,2,Graduate,No,1730000,950000,2900000,300,Rural,No
Male,Yes,4,Not Graduate,No,1560000,1310000,7600000,180,Urban,Yes
Male,No,3,Graduate,No,540000,1190000,8300000,240,Urban,Yes
Female,Yes,3,Graduate,Yes,1590000,1950000,4500000,24,Semiurban,No
Male,No,1,Not Graduate,Yes,1650000,1830000,8400000,180,Semiurban,No
Female,Yes,4,Not Graduate,No,1870000,1200000,1100000,36,Rural,Yes
Male,Yes,1,Not Graduate,Yes,1850000,1760000,5000000,240,Semiurban,Yes
Male,No,4,Graduate,Yes,640000,1770000,5200000,300,Urban,Yes
Male,Yes,1,Not Graduate,Yes,1040000,1260000,9300000,300,Semiurban,Yes
Female,Yes,1,Graduate,No,1370000,1560000,6600000,12,Urban,No
Female,No,4,Not Graduate,No,870000,900000,3700000,360,Semiurban,Yes
Female,No,3,Not Graduate,Yes,1460000,750000,7300000,120,Rural,Yes
Female,No,1,Graduate,No,710000,1060000,9800000,180,Semiurban,No
Male,No,4,Graduate,Yes,880000,1980000,7000000,24,Semiurban,No
Female,No,4,Not Graduate,Yes,1160000,1880000,6100000,360,Urban,Yes
Female,No,4,Graduate,No,1920000,1040000,3800000,12,Urban,Yes
Female,Yes,2,Not Graduate,No,1700000,1000000,8200000,180,Urban,Yes
Male,Yes,4,Not Graduate,Yes,1430000,1110000,7800000,12,Rural,Yes
Male,Yes,4,Not Graduate,Yes,970000,1170000,4300000,36,Rural,Yes
Female,Yes,2,Not Graduate,Yes,1290000,1040000,8900000,120,Semiurban,No
Female,Yes,2,Not Graduate,Yes,1010000,1610000,6600000,60,Urban,Yes
Male,No,3,Not Graduate,No,1600000,930000,6000000,36,Semiurban,No
Female,No,4,Not Graduate,No,1580000,730000,2900000,12,Urban,No
Female,Yes,1,Not Graduate,No,1000000,1070000,4100000,60,Semiurban,Yes
Female,No,2,Not Graduate,No,740000,1960000,6000000,300,Rural,Yes
Female,Yes,2,Not Graduate,Yes,1770000,1840000,4300000,300,Urban,Yes
Male,No,3,Not Graduate,Yes,1740000,590000,9900000,240,Rural,No
Male,Yes,3,Graduate,No,700000,1690000,8200000,36,Rural,Yes
